Code,Indicator,Unit,Year,Australia,Canada,Australia minus Canada
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1918,8.3192116320133,14.506640791893,-6.1874291598797
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1919,9.1371130943298,14.074729204178,-4.9376161098482
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1920,7.3950460851192,7.6942698955536,-0.29922381043440005
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1921,6.3371911644936,8.3730301856995,-2.0358390212059003
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1922,5.2801180481911,7.1635599136353,-1.8834418654442002
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1923,4.3437068164349,5.1719996929169,-0.8282928764820001
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1924,4.5417500734329,4.8294999599457,-0.28774988651279987
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1925,3.0662100315094,4.5018701553345,-1.4356601238251003
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1926,3.5804702043533,4.4597797393799,-0.8793095350265996
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1927,3.5280501842499,4.5117800235748,-0.9837298393248997
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1928,3.6400201320648,4.44793009758,-0.8079099655151998
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1929,3.7441598176956,4.6212698221207,-0.8771100044251003
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1930,4.0229898691177,5.599650144577,-1.5766602754592993
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1931,1.8803400993347,6.980610370636,-5.1002702713013
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1932,1.8181800842285,10.419509887695,-8.6013298034665
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1933,3.7499998807907,9.1208300590515,-5.3708301782608
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1934,1.762540102005,8.556360244751,-6.793820142746
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1935,2.3463699817657,9.2560195922852,-6.909649610519501
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1936,2.2490401268005,8.5153601169586,-6.266319990158101
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1937,2.2830500602722,7.6759898662567,-5.3929398059845
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1938,2.4232597351074,7.9666395187378,-5.5433797836303995
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1939,2.8477199077606,9.7171101570129,-6.8693902492523
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1940,4.6717202663422,16.444179296494,-11.772459030151799
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1941,9.6036999225616,20.688240528107,-11.0845406055454
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1942,15.258280038834,40.765679478645,-25.507399439810996
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1943,22.617229104042,45.780299901962,-23.163070797920003
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1944,23.493919610977,41.406101226807,-17.912181615830004
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1945,21.037990808487,39.607221364975,-18.569230556487998
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1946,17.035749316216,18.148960590363,-1.1132112741470017
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1947,13.633459687233,12.832340955734,0.8011187314989989
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1948,11.291739821434,10.965869665146,0.32587015628799954
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1949,11.424599885941,11.891669750214,-0.46706986427300023
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1950,11.10807955265,12.724980115891,-1.6169005632409998
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1951,12.347516953945,14.204620838165,-1.8571038842200007
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1952,13.987874269485,15.206670999527,-1.2187967300420013
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1953,12.541284918785,14.303960084915,-1.7626751661300002
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1954,11.650911092758,14.05628991127,-2.405378818512
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1955,11.376697480679,13.24228978157,-1.8655923008909987
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1956,11.299372345209,12.962410211563,-1.663037866354001
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1957,11.740167558193,12.961969852448,-1.2218022942549993
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1958,11.708704143763,13.060960412025,-1.3522562682619998
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1959,10.979220956564,12.837239742279,-1.8580187857150001
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1960,19.476743459702,12.930130362511,6.546613097191001
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1961,20.839673995972,27.743860006332,-6.90418601036
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1962,20.300124883652,27.677130699158,-7.377005815505999
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1963,20.574231147766,27.278419017792,-6.704187870026001
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1964,21.07968044281,26.710270166397,-5.630589723586997
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1965,23.362104415894,26.899740457535,-3.537636041641001
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1966,23.257872104645,27.850339651108,-4.592467546463002
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1967,23.936754703522,29.838750362396,-5.901995658874
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1968,22.891749620438,30.597288370132,-7.705538749694
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1969,22.274983406067,30.583918333054,-8.308934926987
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1970,22.897752285004,32.360029935837,-9.462277650832998
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1971,23.744631767273,33.485028505325,-9.740396738051999
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1972,24.693963766098,33.668461322784,-8.974497556685996
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1973,24.252727985382,32.191599845886,-7.938871860504005
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1974,28.370609045029,34.024039506912,-5.653430461882998
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1975,30.517779827118,37.286951780319,-6.769171953200999
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1976,30.42640709877,36.079578876495,-5.6531717777249995
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1977,31.155495166779,37.16251039505,-6.007015228270998
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1978,30.103637456894,36.820549964905,-6.716912508010999
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1979,29.233468770981,35.011150836945,-5.777682065964001
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1980,29.677959918976,36.136611461639,-6.458651542662999
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1981,29.539920806885,36.215339660645,-6.67541885376
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1982,32.516538619995,40.039299488068,-7.522760868073
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1983,32.689283847809,40.630001068115,-7.940717220305999
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1984,33.603870391846,39.715989112854,-6.112118721007995
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1985,33.534108161926,39.946159362793,-6.412051200866998
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1986,33.070428848267,39.148511886597,-6.07808303833
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1987,31.108721733093,37.78005027771,-6.671328544616998
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1988,29.684805393219,37.070479393005,-7.385673999786
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1989,29.851150512695,36.977128982544,-7.125978469849002
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1990,31.798144340515,39.349679946899,-7.551535606384
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1991,34.018555641174,42.848991394043,-8.830435752869
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1992,34.373332262039,44.027140617371,-9.653808355332004
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1993,33.98496723175,43.032269477844,-9.047302246093999
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1994,33.573314666748,40.708960533142,-7.135645866394
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1995,32.866027832031,38.912799835205,-6.046772003173999
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1996,32.719728469849,37.470240592957,-4.750512123107995
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1997,32.08188867569,35.889579772949,-3.8076910972589957
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1998,32.649424552917,36.550108909607,-3.9006843566900002
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,1999,32.415860652924,35.047100067139,-2.6312394142149955
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2000,33.623946905136,34.003080844879,-0.37913393974299936
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2001,33.286797046661,34.677770953123,-1.3909739064620013
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2002,32.727835297585,34.752038629666,-2.024203332081001
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2003,33.030414581299,35.043478884588,-2.013064303288999
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2004,33.210672020912,34.340522156033,-1.1298501351210035
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2005,32.552606225014,34.106036198904,-1.5534299738899975
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2006,32.446045160294,34.464160192008,-2.0181150317140037
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2007,32.357287287712,34.592919518198,-2.2356322304860043
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2008,34.800081729889,35.089837849516,-0.28975611962700043
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2009,35.359954595566,39.734645848687,-4.374691253121
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2010,35.914219021797,39.463208743085,-3.5489897212879953
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2011,35.125550926333,38.008796756372,-2.8832458300390016
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2012,35.186965117744,37.507532012077,-2.3205668943329982
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2013,35.007340160362,36.652548275802,-1.6452081154399991
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2014,35.328847134456,35.265863217067,0.06298391738899767
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2015,35.788571937435,36.947540771116,-1.1589688336810013
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2016,35.85318232994,37.784832155455,-1.9316498255150023
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2017,35.396206847351,37.611677997385,-2.2154711500339985
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2018,35.528346181927,37.721269862569,-2.1929236806420036
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2019,37.631706734676,37.631480102336,0.00022663234000219745
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2020,43.139803654921,49.432004204407,-6.292200549485997
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2021,40.543858549922,42.842073050984,-2.2982145010619988
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2022,36.257132580714,37.949728861358,-1.692596280643997
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2023,36.056710845737,38.858071926948,-2.801361081210999
prim_exp,"Government primary expenditure, percent of GDP (% of GDP)",% of GDP,2024,37.218901599103,41.182568629966,-3.963667030863
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1900,,5.7857599258423,
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1901,2.6252999305725,5.8544502258301,-3.2291502952576003
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1902,2.7026998996735,6.1897101402283,-3.4870102405548
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1903,2.8037400245667,6.0006799697876,-3.1969399452209
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1904,2.4553599357605,5.9047899246216,-3.4494299888611
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1905,2.7026998996735,5.8832201957703,-3.1805202960968
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1906,2.7139899730682,4.4563899040222,-1.742399930954
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1907,2.7829298973083,5.5549101829529,-2.7719802856446005
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1908,2.611939907074,5.169909954071,-2.5579700469969997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1909,2.7923200130463,5.5268402099609,-2.7345201969146
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1910,3.0497601032257,5.8285598754883,-2.7787997722626
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1911,3.0701699256897,6.0943899154663,-3.0242199897766
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1912,2.997279882431,6.7645001411438,-3.7672202587127996
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1913,2.7431399822235,6.1550102233887,-3.4118702411652
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1914,2.5462999343872,5.4316701889038,-2.8853702545166
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1915,3.6992800235748,6.4011001586914,-2.7018201351166002
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1916,3.5087699890137,7.1761198043823,-3.6673498153686004
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1917,3.6203498840332,6.5332298278809,-2.9128799438477
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1918,4.2372899055481,7.3424801826477,-3.1051902770995996
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1919,4.6288199424744,8.0070495605469,-3.3782296180725
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1920,5.2673602104187,8.6328496932983,-3.3654894828796005
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1921,4.6309700012207,9.6961097717285,-5.0651397705078
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1922,4.6444101333618,9.6743001937866,-5.029890060424799
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1923,4.3046398162842,8.9522104263306,-4.6475706100464
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1924,4.3339700698853,7.8307199478149,-3.4967498779295996
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1925,4.0650401115417,7.6725997924805,-3.6075596809387998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1926,4.5810699462891,7.7944002151489,-3.2133302688598
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1927,4.2799301147461,7.7468099594116,-3.4668798446655
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1928,4.3128199577332,7.6297497749329,-3.316929817199701
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1929,4.4976601600647,7.3790497779846,-2.8813896179198997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1930,4.4699897766113,6.2534999847412,-1.7835102081299006
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1931,5.594409942627,7.1276397705078,-1.5332298278807999
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1932,6.1156997680664,8.1725196838379,-2.0568199157714995
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1933,5.8544301986694,9.2955303192139,-3.4411001205444993
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1934,5.6784701347351,9.1181697845459,-3.4396996498108
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1935,5.7262601852417,8.6631002426147,-2.936840057373
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1936,5.2731900215149,9.7993097305298,-4.5261197090149
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1937,5.1834602355957,9.8588104248047,-4.675350189209
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1938,5.115779876709,9.5239000320435,-4.408120155334499
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1939,6.1572299003601,10.0,-3.8427700996398997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1940,7.5757598876953,12.991200447083,-5.415440559387699
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1941,9.7902097702026,17.972700119019,-8.1824903488164
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1942,11.77410030365,21.914300918579,-10.140200614928998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1943,11.966400146484,25.015800476074,-13.049400329589998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1944,12.977600097656,22.681499481201,-9.703899383545002
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1945,13.757900238037,25.39999961853,-11.642099380493
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1946,14.68480014801,25.308399200439,-10.623599052428998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1947,14.931099891663,21.314500808716,-6.383400917053002
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1948,14.785200119019,17.869600296021,-3.084400177002001
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1949,13.436599731445,15.3577003479,-1.921100616455
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1950,16.513000488281,16.085899353027,0.4271011352540022
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1951,15.015500068665,17.660499572754,-2.6449995040889984
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1952,14.31130027771,17.124599456787,-2.8132991790769992
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1953,12.409000396729,16.462699890137,-4.053699493407999
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1954,11.838500022888,15.362000465393,-3.523500442505
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1955,11.850500106812,14.868399620056,-3.017899513244
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1956,12.609299659729,15.340399742126,-2.731100082396999
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1957,11.683699607849,14.478400230408,-2.7947006225590005
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1958,11.684499740601,13.168199539185,-1.4836997985840004
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1959,11.230699539185,13.803899765015,-2.57320022583
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1960,22.29252243042,14.075699806213,8.216822624207
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1961,22.564102172852,27.884799957275,-5.320697784423
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1962,22.327011108398,28.037599563599,-5.710588455200998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1963,22.705200195312,27.968599319458,-5.263399124146002
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1964,23.696825027466,28.986299514771,-5.289474487305
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1965,24.373201370239,29.568500518799,-5.19529914856
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1966,23.862546920776,30.685899734497,-6.823352813720998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1967,24.725614547729,32.042499542236,-7.316884994507003
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1968,24.58324432373,33.345100402832,-8.761856079102003
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1969,25.240821838379,35.13990020752,-9.899078369141002
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1970,25.083097457886,35.669101715088,-10.586004257201996
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1971,25.817985534668,36.279998779297,-10.462013244629002
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1972,26.054794311523,36.556198120117,-10.501403808594002
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1973,26.752479553223,36.597801208496,-9.845321655273
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1974,28.447923660278,38.684600830078,-10.236677169799997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1975,29.559106826782,37.572601318359,-8.013494491577
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1976,29.845510482788,37.417098999023,-7.571588516234996
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1977,29.697778701782,37.333499908447,-7.6357212066650035
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1978,29.020044326782,36.842998504639,-7.8229541778569995
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1979,30.195722579956,36.625999450684,-6.430276870727997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1980,30.338973999023,37.487201690674,-7.148227691650998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1981,30.143041610718,39.637298583984,-9.494256973265998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1982,31.467584609985,40.230400085449,-8.762815475463999
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1983,31.387308120728,39.71720123291,-8.329893112181999
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1984,32.935386657715,39.75830078125,-6.822914123535
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1985,33.497207641602,39.714298248291,-6.217090606688998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1986,34.911567687988,40.439498901367,-5.527931213379006
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1987,34.382789611816,40.637500762939,-6.254711151122997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1988,33.833438873291,41.02320098877,-7.189762115478999
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1989,33.168605804443,41.241798400879,-8.073192596436002
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1990,32.939670562744,42.975601196289,-10.035930633545
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1991,32.171455383301,43.909599304199,-11.738143920897997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1992,31.685066223145,44.214500427246,-12.529434204101001
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1993,33.290622711182,43.513198852539,-10.222576141356996
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1994,33.378925323486,43.032600402832,-9.653675079346002
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1995,33.701210021973,43.150798797607,-9.449588775634005
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1996,34.554260253906,43.786998748779,-9.232738494872997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1997,34.673748016357,44.462398529053,-9.788650512695995
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1998,35.371440887451,44.882701873779,-9.511260986327997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,1999,36.219577789307,44.298000335693,-8.078422546385994
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2000,34.910278320312,44.053100585938,-9.142822265625995
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2001,34.991680145264,41.631638129804,-6.639957984540004
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2002,35.525310516357,40.159957241973,-4.634646725615994
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2003,35.509605407715,40.148731178477,-4.639125770762
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2004,35.785785675049,39.902345607012,-4.116559931963003
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2005,35.510288238525,40.073720270964,-4.563432032439003
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2006,35.025379180908,40.488399068825,-5.4630198879169996
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2007,35.121555328369,40.338703942102,-5.217148613733002
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2008,32.835948944092,38.959808477883,-6.1238595337909985
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2009,31.645999908447,39.539397734664,-7.893397826217001
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2010,32.512699127197,38.326386754763,-5.813687627565997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2011,31.78260043359,38.266510264855,-6.483909831264999
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2012,33.002280537064,38.401686513963,-5.399405976898997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2013,33.555141680387,38.466035167883,-4.910893487495997
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2014,33.829578552987,38.545379262499,-4.715800709511996
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2015,34.476135523584,39.956572437967,-5.480436914382999
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2016,34.868622216776,40.300068870693,-5.431446653917007
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2017,35.059180221109,40.342962692016,-5.283782470906999
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2018,35.615478706247,41.022241604884,-5.406762898636998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2019,34.50417970106,40.572355280578,-6.068175579517998
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2020,35.71081863819,41.41327711845,-5.702458480259999
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2021,35.403358277058,42.413532832404,-7.010174555346005
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2022,35.347855664398,41.18932702898,-5.841471364582006
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2023,36.293422591997,42.167522777549,-5.8741001855520025
rev,"Government revenue, percent of GDP (% of GDP)",% of GDP,2024,36.695205913017,42.701342882605,-6.006136969587999
HH_LS,"Household debt, loans and debt securities (Percent of GDP)",Percent of GDP,1969,,34.053393,
HH_LS,"Household debt, loans and debt securities (Percent of GDP)",Percent of GDP,1970,,34.572817,
HH_LS,"Household debt, loans and debt securities (Percent of GDP)",Percent of GDP,1971,,36.408858,
HH_LS,"Household debt, loans and debt securities (Percent of GDP)",Percent of GDP,1972,,38.970147,
