Code,Indicator,Unit,Year,Australia,Canada,Australia minus Canada
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2001,0.75,1.0,-0.25
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2002,0.75,1.0,-0.25
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2003,0.75,1.0,-0.25
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2004,0.75,1.0,-0.25
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2005,0.75,0.95,-0.19999999999999996
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2006,0.75,0.95,-0.19999999999999996
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2007,0.75,0.95,-0.19999999999999996
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2008,0.75,0.95,-0.19999999999999996
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2009,0.75,0.95,-0.19999999999999996
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2010,0.7,0.95,-0.25
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2011,0.9,0.95,-0.04999999999999993
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2012,0.85,0.95,-0.09999999999999998
FM_ka,"Financial Market Openness Index (equity, bond, money market, collective investment, derivates) 1=fully liberalized (Units)",Units,2013,0.85,0.95,-0.09999999999999998
FC_dummy,Fiscal Council Indicator (Index),Index,2008,,2008.0,
FC_dummy,Fiscal Council Indicator (Index),Index,2009,,2008.0,
FC_dummy,Fiscal Council Indicator (Index),Index,2010,,2008.0,
FC_dummy,Fiscal Council Indicator (Index),Index,2011,,2008.0,
FC_dummy,Fiscal Council Indicator (Index),Index,2012,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2013,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2014,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2015,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2016,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2017,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2018,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2019,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2020,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2021,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2022,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2023,2012.0,2008.0,4.0
FC_dummy,Fiscal Council Indicator (Index),Index,2024,2012.0,2008.0,4.0
FR_ind,Fiscal Rule Indicator (Index),Index,1985,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,1986,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,1987,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,1988,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,1989,0.0,0.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,1990,0.0,0.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,1991,0.0,0.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,1992,0.0,0.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,1993,0.0,0.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,1994,0.0,0.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,1995,0.0,0.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,1996,0.0,0.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,1997,0.0,0.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,1998,1.0,1.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,1999,1.0,1.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,2000,1.0,1.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,2001,1.0,1.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,2002,1.0,1.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,2003,1.0,1.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,2004,1.0,1.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,2005,1.0,1.0,0.0
FR_ind,Fiscal Rule Indicator (Index),Index,2006,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2007,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2008,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2009,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2010,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2011,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2012,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2013,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2014,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2015,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2016,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2017,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2018,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2019,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2020,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2021,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2022,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2023,1.0,0.0,1.0
FR_ind,Fiscal Rule Indicator (Index),Index,2024,1.0,0.0,1.0
SITC1_0,Food and live animals (Index),Index,1963,0.95851988,0.98873872,-0.03021883999999997
SITC1_0,Food and live animals (Index),Index,1964,0.93087989,0.95253843,-0.021658540000000004
SITC1_0,Food and live animals (Index),Index,1965,0.97137475,0.98886651,-0.01749176000000008
SITC1_0,Food and live animals (Index),Index,1966,0.9811343,0.98726773,-0.006133429999999995
SITC1_0,Food and live animals (Index),Index,1967,0.96028447,0.96538085,-0.0050963800000000115
SITC1_0,Food and live animals (Index),Index,1968,0.98296601,0.98320198,-0.00023597000000008528
SITC1_0,Food and live animals (Index),Index,1969,0.96304214,0.98987901,-0.026836870000000013
SITC1_0,Food and live animals (Index),Index,1970,0.97790396,0.94707072,0.030833239999999984
SITC1_0,Food and live animals (Index),Index,1971,0.93879741,0.92380869,0.014988720000000066
SITC1_0,Food and live animals (Index),Index,1972,0.93889672,0.92219377,0.016702949999999994
SITC1_0,Food and live animals (Index),Index,1973,0.96731663,0.92855257,0.03876405999999999
SITC1_0,Food and live animals (Index),Index,1974,0.84276837,0.91629714,-0.07352876999999991
SITC1_0,Food and live animals (Index),Index,1975,0.86288589,0.91393811,-0.05105221999999998
SITC1_0,Food and live animals (Index),Index,1976,0.86232752,0.91712689,-0.054799370000000014
SITC1_0,Food and live animals (Index),Index,1977,0.86961555,0.94246042,-0.07284486999999995
SITC1_0,Food and live animals (Index),Index,1978,0.92153269,0.92747039,-0.005937699999999935
SITC1_0,Food and live animals (Index),Index,1979,0.91835266,0.9372617,-0.018909039999999933
SITC1_0,Food and live animals (Index),Index,1980,0.86681873,0.9260782,-0.05925946999999998
SITC1_0,Food and live animals (Index),Index,1981,0.83994853,0.94330359,-0.10335505999999994
SITC1_0,Food and live animals (Index),Index,1982,0.85214013,0.93246657,-0.08032644
SITC1_0,Food and live animals (Index),Index,1983,0.8809973,0.9405669,-0.0595696
SITC1_0,Food and live animals (Index),Index,1984,0.85439491,0.97749752,-0.12310261
SITC1_0,Food and live animals (Index),Index,1985,0.88001931,1.001667,-0.12164769000000009
SITC1_0,Food and live animals (Index),Index,1986,0.86837643,0.99281925,-0.12444282000000007
SITC1_0,Food and live animals (Index),Index,1987,0.88491708,0.9913767,-0.10645961999999998
SITC1_0,Food and live animals (Index),Index,1988,0.88392192,0.97540176,-0.09147983999999998
SITC1_0,Food and live animals (Index),Index,1989,0.92396003,0.98088497,-0.056924939999999924
SITC1_0,Food and live animals (Index),Index,1990,0.91147953,0.98115939,-0.06967985999999993
SITC1_0,Food and live animals (Index),Index,1991,0.91715264,0.97689807,-0.05974542999999999
SITC1_0,Food and live animals (Index),Index,1992,0.91233689,0.96845824,-0.05612135000000007
SITC1_0,Food and live animals (Index),Index,1993,0.91591412,0.97547323,-0.059559109999999915
SITC1_0,Food and live animals (Index),Index,1994,0.9040845,0.96021169,-0.056127189999999993
SITC1_0,Food and live animals (Index),Index,1995,0.90336555,0.95353484,-0.05016929000000003
SITC1_0,Food and live animals (Index),Index,1996,0.87331647,0.96025884,-0.08694236999999994
SITC1_0,Food and live animals (Index),Index,1997,0.89622945,0.97806603,-0.08183658000000005
SITC1_0,Food and live animals (Index),Index,1998,0.90680254,0.9841997,-0.07739715999999996
SITC1_0,Food and live animals (Index),Index,1999,0.91552746,0.99447238,-0.07894492000000009
SITC1_0,Food and live animals (Index),Index,2000,0.91787559,0.97575539,-0.05787980000000004
SITC1_0,Food and live animals (Index),Index,2001,0.90933794,0.98560303,-0.07626509000000004
SITC1_0,Food and live animals (Index),Index,2002,0.91965055,0.984402,-0.06475145000000004
SITC1_0,Food and live animals (Index),Index,2003,0.9368059,0.9797802,-0.04297430000000002
SITC1_0,Food and live animals (Index),Index,2004,0.92558527,0.96462142,-0.039036149999999936
SITC1_0,Food and live animals (Index),Index,2005,0.92547488,0.95558929,-0.030114410000000036
SITC1_0,Food and live animals (Index),Index,2006,0.8958537,0.95798802,-0.062134320000000076
SITC1_0,Food and live animals (Index),Index,2007,0.91583854,0.95094234,-0.03510380000000002
SITC1_0,Food and live animals (Index),Index,2008,0.87105876,0.93294507,-0.06188631
SITC1_0,Food and live animals (Index),Index,2009,0.91314417,0.94258142,-0.02943724999999997
SITC1_0,Food and live animals (Index),Index,2010,0.89076471,0.93583971,-0.045074999999999976
SITC1_0,Food and live animals (Index),Index,2011,0.89797646,0.93301684,-0.03504037999999998
SITC1_0,Food and live animals (Index),Index,2012,0.89884675,0.93658191,-0.03773515999999999
SITC1_0,Food and live animals (Index),Index,2013,0.90635794,0.9430145,-0.03665655999999995
SITC1_0,Food and live animals (Index),Index,2014,0.91679496,0.93470502,-0.01791005999999995
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1980,1.152,2.194,-1.042
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1981,1.172,2.219,-1.047
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1982,1.167,2.138,-0.9709999999999999
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1983,1.133,2.138,-1.005
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1984,1.153,2.167,-1.0139999999999998
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1985,1.174,2.191,-1.017
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1986,1.165,2.167,-1.0019999999999998
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1987,1.176,2.171,-0.9949999999999999
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1988,1.174,2.171,-0.9969999999999999
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1989,1.186,2.145,-0.9590000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1990,1.157,2.067,-0.9100000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1991,1.12,1.978,-0.8579999999999999
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1992,1.032,1.792,-0.76
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1993,1.053,1.806,-0.7530000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1994,1.074,1.835,-0.7609999999999999
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1995,1.067,1.818,-0.7510000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1996,1.069,1.782,-0.7130000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1997,1.075,1.785,-0.71
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1998,1.097,1.807,-0.71
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,1999,1.107,1.836,-0.7290000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2000,1.086,1.836,-0.75
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2001,1.087,1.826,-0.7390000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2002,1.102,1.831,-0.7289999999999999
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2003,1.095,1.798,-0.7030000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2004,1.084,1.763,-0.6789999999999998
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2005,1.068,1.739,-0.671
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2006,1.042,1.697,-0.655
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2007,1.034,1.646,-0.6119999999999999
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2008,1.032,1.617,-0.585
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2009,1.06,1.58,-0.52
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2010,1.032,1.55,-0.518
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2011,1.022,1.539,-0.5169999999999999
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2012,1.028,1.517,-0.4889999999999999
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2013,1.017,1.503,-0.486
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2014,1.008,1.494,-0.486
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2015,0.998,1.455,-0.4570000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2016,0.994,1.426,-0.43199999999999994
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2017,0.981,1.416,-0.43499999999999994
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2018,0.975,1.397,-0.42200000000000004
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2019,0.976,1.351,-0.375
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2020,0.986,1.318,-0.3320000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2021,0.992,1.368,-0.3760000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2022,0.998,1.382,-0.3839999999999999
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2023,0.987,1.364,-0.3770000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2024,0.964,1.347,-0.383
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2025,0.951,1.325,-0.374
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2026,0.942,1.307,-0.365
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2027,0.929,1.29,-0.361
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2028,0.916,1.271,-0.35499999999999987
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2029,0.907,1.254,-0.347
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2030,0.9,1.237,-0.3370000000000001
PPPSH,"GDP based on PPP, share of world (Percent of World)",Percent of World,2031,0.894,1.221,-0.32700000000000007
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1980,10298.991,11862.755,-1563.7639999999992
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1981,11553.35,13269.808,-1716.4580000000005
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1982,12074.479,13481.384,-1406.9050000000007
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1983,12330.927,14224.769,-1893.8420000000006
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1984,13418.795,15460.587,-2041.7919999999995
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1985,14393.459,16552.087,-2158.627999999999
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1986,14820.683,17075.347,-2254.6640000000007
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1987,15682.405,17983.107,-2300.7019999999993
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1988,16629.366,19181.534,-2552.167999999998
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1989,17815.218,20052.26,-2237.0419999999976
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1990,18501.976,20529.995,-2028.0190000000002
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1991,18711.232,20517.188,-1805.9559999999983
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1992,19436.387,20919.697,-1483.3100000000013
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1993,20487.635,21733.519,-1245.8840000000018
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1994,21731.6,22948.032,-1216.4320000000007
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1995,22558.539,23808.51,-1249.9709999999977
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1996,23608.944,24398.047,-789.1029999999992
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1997,24905.965,25623.086,-717.1209999999992
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1998,26090.752,26690.736,-599.9840000000004
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,1999,27317.672,28232.099,-914.4269999999997
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2000,28471.013,30077.518,-1606.505000000001
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2001,29486.114,31003.774,-1517.6599999999999
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2002,30837.923,32081.282,-1243.3590000000004
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2003,32033.51,32995.763,-962.2530000000006
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2004,33870.646,34604.971,-734.3249999999971
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2005,35524.283,36488.719,-964.4359999999942
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2006,37009.395,38218.881,-1209.4860000000044
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2007,38934.947,39669.53,-734.5829999999987
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2008,39870.469,40404.68,-534.211000000003
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2009,40179.775,39019.001,1160.774000000005
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2010,41079.234,40261.543,817.6909999999989
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2011,42411.069,41962.427,448.6419999999998
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2012,44080.277,43035.423,1044.8539999999994
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2013,45108.818,44315.275,793.5429999999978
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2014,46386.746,45914.79,471.9559999999983
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2015,47215.909,46266.588,949.3209999999963
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2016,48149.152,46699.042,1450.1100000000006
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2017,49423.626,48384.579,1039.0469999999987
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2018,51426.995,50068.12,1358.875
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2019,53748.492,50584.055,3164.436999999998
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2020,53963.371,48630.152,5333.218999999997
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2021,60478.221,56218.093,4260.127999999997
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2022,66104.039,61992.38,4111.659000000007
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2023,68360.691,63796.961,4563.730000000003
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2024,69646.633,64801.549,4845.084000000003
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2025,72132.376,67012.727,5119.649000000005
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2026,74754.759,70006.275,4748.484000000011
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2027,76771.911,72858.083,3913.827999999994
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2028,78537.291,75045.338,3491.952999999994
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2029,80610.829,77181.143,3429.6860000000015
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2030,82951.078,79268.882,3682.1959999999963
PPPPC,"GDP per capita, current prices (Purchasing power parity; international dollars per capita)",Purchasing power parity; international dollars per capita,2031,85387.396,81457.942,3929.453999999998
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1980,11021.309,11281.422,-260.1130000000012
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1981,12544.129,12396.666,147.46300000000156
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1982,12250.122,12543.938,-293.8160000000007
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1983,11606.529,13493.198,-1886.6689999999999
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1984,12590.852,13947.358,-1356.5059999999994
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1985,10981.344,14185.922,-3204.5780000000013
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1986,11259.318,14539.75,-3280.4320000000007
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1987,13014.911,16408.139,-3393.227999999999
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1988,16266.362,19041.182,-2774.8200000000015
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1989,18232.203,20842.455,-2610.2520000000004
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1990,18903.424,21572.137,-2668.7129999999997
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1991,18694.805,21885.57,-3190.7649999999994
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1992,18137.817,20984.778,-2846.9609999999993
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1993,17480.592,20210.452,-2729.8600000000006
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1994,19778.159,20024.581,-246.42199999999866
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1995,20960.366,20706.725,253.64100000000326
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1996,23203.426,21325.69,1877.7360000000008
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1997,23074.735,21930.485,1144.25
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1998,20430.063,21046.556,-616.4930000000022
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,1999,21813.868,22340.553,-526.6850000000013
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,2000,20951.98,24296.721,-3344.741000000002
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,2001,19538.175,23859.77,-4321.595000000001
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,2002,21740.244,24279.8,-2539.5560000000005
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,2003,27337.48,28340.085,-1002.6049999999996
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,2004,32914.151,32178.496,735.6549999999988
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,2005,36319.707,36440.967,-121.25999999999476
NGDPDPC,"GDP per capita, current prices (U.S. dollars per capita)",U.S. dollars per capita,2006,38049.787,40559.017,-2509.230000000003
